"gene_name","sigma_b_sq_stationary","sigma_eps_sq_stationary","range_stationary","prop_spatial_stationary","log_ml_stationary","sigma_b_sq_nonstationary","sigma_eps_sq_nonstationary","range_nonstationary","prop_spatial_nonstationary","log_ml_nonstationary","log_bayes_factor","bayes_factor","bf_interpretation","dataset_name","dataset_file","n_spots","n_genes_total"
"AC012555.1",0.0046549258160076,0.0467375039573478,220.738577784976,0.0905760991752323,432.550693619331,0.000322379283683818,0.0467601621275345,163.097705961748,0.00684710880128925,427.810515346031,-4.7401782733005,0.00873708845703072,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"HSP90B1",0.0443535722909635,0.785422195419858,939.307896518234,0.0534524795937651,-5591.54783200463,0.048135295610696,0.783969912707409,833.155563080186,0.0578476076456601,-5598.98836157489,-7.44052957025178,0.000586974271112019,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C12orf73",0.000397208387355829,0.310680757758967,181.410792569565,0.00127687728024103,-3567.2752025477,3.85366562375063e-09,0.310711333609981,3394.11428685172,1.24027196922015e-08,-3571.29707425844,-4.02187171074411,0.0179193936098471,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TDG",0.00164350300284212,0.192591803545913,350.50376191644,0.0084614019564439,-2555.92429399261,9.15286173361161e-05,0.192541589203004,274.199158076447,0.00047514476415982,-2562.05464748809,-6.13035349548136,0.00217581168515643,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GLT8D2",6.00934135348578e-06,0.189314114555474,196.78384573759,3.17416935389323e-05,-2515.99087440249,8.11601130939816e-07,0.189132884246299,349.427405267753,4.29115038070486e-06,-2520.50524155102,-4.51436714852525,0.0109505329953999,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"HCFC2",0.00110827606613008,0.122003510541657,655.978761036961,0.009002193020404,-1592.55512102958,0.00254969246144755,0.121434599662332,366.449760128766,0.0205646410345439,-1598.29148278454,-5.73636175496245,0.0032264856925238,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NFYB",5.69013508964589e-05,0.362927980388563,197.152506353753,0.000156759561510612,-3899.1382241355,5.30877639138565e-05,0.36221876652083,234.281599493878,0.00014654123218783,-3904.35242973385,-5.21420559834451,0.00543875231465025,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TXNRD1",0.00406796368275383,0.458100021708845,408.491787819809,0.00880191577810611,-4451.44647454951,0.000215716471009504,0.467860235951119,44.4808160732731,0.000460857837052399,-4454.71351536224,-3.26704081273601,0.0381190617815259,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CHST11",6.94716856627549e-05,0.0587848686239662,132.583101509736,0.00118040037994256,-26.0831340764402,9.82340985161321e-06,0.0583792126528877,52.6691081921595,0.000168240658075908,-32.046103403212,-5.96296932677184,0.00257226273250572,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"AC089985.1",1.56585578539797e-06,0.131031562721635,28.8294646584787,1.19500755450008e-05,-1732.6024600085,0.000638455445295161,0.130305608660778,262.641056705885,0.00487578760941749,-1740.2318293508,-7.62936934230083,0.000485967240700928,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C12orf45",0.00335418763832617,0.311671832478986,371.396234988429,0.0106473352171897,-3577.62982329685,0.000842918753444895,0.311104932608805,528.485608384767,0.00270211431097839,-3583.81974352978,-6.18992023293049,0.00204999026847083,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ALDH1L2",0.00315794920957487,0.0607419437163413,102.303888719687,0.0494202582348004,-112.49905279165,0.000109052798118322,0.0609301889755075,1021.88791881336,0.00178660145423763,-119.362029487728,-6.86297669607876,0.00104579627709613,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"WASHC4",0.00235650523175343,0.304054764111398,113.270253027017,0.00769066110657428,-3524.69882105121,2.04790535013731e-06,0.304360827104901,1825.0704273592,6.72849916425691e-06,-3529.41941625704,-4.72059520582752,0.00890987376109091,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"APPL2",3.01214473190678e-05,0.173612120846563,532.07005075083,0.000173468430959839,-2334.57528203236,0.00639897222855066,0.172277784778643,273.506975211001,0.0358131204960981,-2339.32877973376,-4.75349770140201,0.00862148701708326,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C12orf75",0.00342779508954694,0.0624885154233566,356.56519785735,0.0520022292339302,-187.962804616442,0.000346318698185219,0.0639058925315433,216.683324814665,0.00538998878882136,-190.221798817981,-2.25899420153917,0.104455493111488,"Moderate for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NUAK1",0.000824455144519661,0.259986066136521,168.299408805346,0.00316112686125593,-3190.79471615746,0.000185818824484572,0.259787843031952,429.556763519684,0.00071476019208125,-3196.77171998419,-5.9770038267302,0.00253641445602016,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CKAP4",0.000275156808589163,0.453915941982546,159.304267680323,0.000605817263529633,-4371.88317671538,0.000279547493204582,0.453691544864056,189.041500076656,0.000615782585963837,-4375.67285691146,-3.78968019607146,0.0226028291689623,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"AC079174.2",4.85974340086542e-15,0.0403793313032596,8.97137450719105,1.20352250619676e-13,765.969769575007,0.00022733495880696,0.0399508709640317,17.979763947271,0.00565816600282132,763.36829567777,-2.60147389723659,0.0741641872279917,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TCP11L2",8.59487687007666e-05,0.15166815767609,481.462429387208,0.000566368651987916,-2048.38548971707,0.000891661065031644,0.151163923733859,359.999674853311,0.00586404679716934,-2052.94824627279,-4.56275655572153,0.0104332594069871,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"POLR3B",0.00319891689998224,0.130710317795977,273.801279061829,0.0238886952587352,-1736.93266113204,0.339688425764359,0.131851005146685,1003.4669883159,0.720381803719065,-1742.95543358383,-6.02277245179334,0.00242294278238931,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RIC8B",1.02880684689322e-05,0.2254746777808,47.2633122593986,4.56264054243397e-05,-2886.64077202436,2.23185123859432e-05,0.225346128401178,215.053656636445,9.90312206149385e-05,-2892.21381154131,-5.57303951695076,0.00379891599677931,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"AC007541.1",0.00041111343870481,0.116654644552036,10.42402098502,0.00351181631384753,-1486.76138032933,1.25401195549916e-07,0.116656019137867,215.860900573044,1.07496434110185e-06,-1489.71536784706,-2.95398751773314,0.052131415998739,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TMEM263",0.00223759427950484,0.330793316685257,185.218980968278,0.00671887865610648,-3701.63996341126,0.000396235617019901,0.330825315436996,452.518408313232,0.00119628573611529,-3707.81119549982,-6.17123208855355,0.00208866099921666,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MTERF2",0.0086345642665983,0.292459667654811,238.741983751797,0.028677282229877,-3454.85690672641,0.0114200444165519,0.293096857655991,33.8686575581262,0.0375021693010372,-3457.54088489904,-2.68397817262712,0.0682909399078261,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CRY1",0.0011005668856119,0.18336335940027,18.9492394552686,0.00596629871092651,-2447.7677823099,2.61179345952092e-06,0.183421392015682,226.298029638057,1.42391039628519e-05,-2452.01252966619,-4.24474735629246,0.0143393559694736,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"BTBD11",9.7987445723616e-05,0.0441374548073117,228.235624070615,0.00221513430708138,575.529614660243,9.05944844311358e-08,0.0433214890064657,0.0864827631024709,2.09120916793968e-06,585.867636623756,10.3380219635131,30884.8781707487,"Extreme for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"PWP1",0.0055134735374911,0.208982381192336,166.061235818569,0.0257043360788287,-2728.5964833857,4.68474897882361e-13,0.213073369531391,2177920.41532369,2.19865532192803e-12,-2733.43693950828,-4.84045612258387,0.0079034482880662,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PRDM4",8.48201989109083e-06,0.155530183881988,22.5219551977265,5.4533191743085e-05,-2097.68786689345,1.07824725955603e-32,0.156220625845551,32109.8316359905,6.90208001485061e-32,-2100.06004436469,-2.37217747124078,0.0932773961381261,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"WSCD2",1.19121214943964e-05,0.0427739498999499,62.3442172944618,0.000278412562739207,643.912652753413,2.61315166128131e-05,0.0426835955175242,257.007659063721,0.000611839935008873,636.978465181988,-6.9341875714249,0.000973913982939966,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CMKLR1",0.00122333373696575,0.0995056446082621,68.2549333259659,0.0121448043756885,-1151.12264997581,8.16615873984743e-05,0.0994449337776847,691.548412417982,0.000820500159770597,-1158.17667773884,-7.05402776302844,0.000863922266074917,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FICD",5.70312621015777e-05,0.0875259723053475,33.1255360155129,0.000651168146541777,-877.534346934086,3.15929757624748e-10,0.0875198224044897,97.9226658724767,3.60980801611059e-09,-880.48549001695,-2.95114308286429,0.0522799115089511,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SART3",0.012972129883014,0.237756840234721,265.855405847173,0.0517376587034304,-3016.20823198676,0.0106093238633395,0.237121869641495,165.363029933808,0.0428259506331908,-3020.72740036654,-4.51916837977842,0.0108980829672564,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ISCU",0.173555719310126,0.842049137558515,776.000990202223,0.170889020603191,-5807.56074231536,0.172657947516991,0.841917980869588,768.658709878085,0.170177453146911,-5815.68955433101,-8.12881201565688,0.000294918351161729,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TMEM119",0.00495310702152687,0.0531078316655839,179.209228914322,0.0853087658161896,169.237433589845,0.000822471210775319,0.053176542667798,214.283506686648,0.0152312264928541,161.016656943692,-8.22077664615276,0.00026900606123269,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SELPLG",0.00244834484517802,0.0731287293008116,2.4432331417098,0.032395337777282,-498.129844625371,8.51220042144131e-05,0.0731924427647977,578.917461382636,0.0011616380058854,-501.90822381343,-3.77837918805909,0.0228597127100441,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CORO1C",0.000882408913952765,0.221085368826859,688.412411739965,0.00397539193721685,-2855.7736918534,0.00138974377057595,0.220503146047112,487.011708553013,0.00626312889844191,-2858.46945194639,-2.69576009298225,0.0674910627899038,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SSH1",0.000722158475519667,0.255053626920786,403.481371047861,0.00282340439068826,-3151.32301861452,1.2014824637419e-06,0.253784685033374,2.57811827966457,4.73423672307687e-06,-3155.91513639952,-4.59211778500594,0.0101313795539278,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"USP30",0.00203270854480262,0.165925047872722,10.2050897865453,0.0121024987958849,-2236.49698330103,0.000404627658415545,0.166089800228948,98.4054427424363,0.00243027747865102,-2241.8079614723,-5.31097817127011,0.00493709503043968,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ALKBH2",0.000275289056725625,0.172112819660374,9.70185100034404,0.00159691442045688,-2312.89329648016,1.64660940979387e-09,0.172114128280011,197.449225964153,9.56696240161042e-09,-2315.88279097231,-2.98949449215252,0.0503128638437484,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"UNG",0.00127092649917708,0.27094345692569,277.607834414778,0.00466884403089548,-3277.84513784384,2.774050651431e-06,0.270851433253162,357.80057252657,1.02418591870696e-05,-3282.73312576637,-4.88798792253328,0.0075365713949623,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ACACB",0.00201867282629264,0.415347324074818,880.326549302839,0.0048366969069858,-4190.88748100115,7.28639080032638e-05,0.415350069487482,222.99005354633,0.000175396932007836,-4196.24603003993,-5.35854903877225,0.00470773189085658,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"KCTD10",0.000946601364520677,0.23195493346045,330.65907548914,0.00406438439846291,-2948.94433755393,8.06980305816177e-05,0.231909077697826,336.150496345969,0.000347851668584272,-2954.6210732397,-5.6767356857722,0.00342471957760338,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"UBE3B",0.000972236721209079,0.340136508214738,961.469121947853,0.00285022514269355,-3769.2761595566,0.00240357757463333,0.338201298666547,404.170325331665,0.00705679143868561,-3775.52887501864,-6.25271546203294,0.00192521917220425,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MMAB",0.00585806222666324,0.463759176594927,979.16636077994,0.0124741209274235,-4433.91629013761,0.00260477374474522,0.463677508288174,550.737504478888,0.00558625932211878,-4438.2189023604,-4.30261222279296,0.0135331611667397,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MVK",4.23404517004327e-09,0.161052302180823,2.1158661904289,2.62898760303155e-08,-2171.78675089892,1.23364791721122e-10,0.161052798758819,20.9568629464456,7.65989741111966e-10,-2174.74184224366,-2.95509134473696,0.0520739036816763,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FAM222A",0.00686594101590399,0.145002569177219,280.452680429936,0.0452097739496684,-1965.63710462348,0.00227457416142228,0.144687631127075,161.546247061117,0.0154772729284862,-1969.22741307353,-3.59030845004963,0.0275898190295978,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GLTP",7.92352841688406e-05,0.29674818836889,119.196731727424,0.000266940578446867,-3471.68233326501,2.46482505723046e-05,0.296881656037891,246.993172678487,8.30169323328251e-05,-3476.63632018528,-4.95398692026765,0.00705522416496671,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TCHP",3.42822388943118e-06,0.131176021838577,3.43117013016116,2.61338486157602e-05,-1783.64360879011,0.00084869827934947,0.133414983676542,91.0260225806901,0.00632113068095576,-1791.07601205165,-7.43240326153887,0.000591763638829704,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GIT2",0.000226228061813979,0.330308662608919,172.090456379455,0.000684430201468018,-3698.65316294911,0.000608367716612248,0.328834587016007,423.874191328338,0.00184665571951905,-3706.01347387188,-7.3603109227688,0.000636000681700367,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ANKRD13A",8.55790306540739e-05,0.182489390749043,19.7780447419631,0.000468733642718589,-2437.8049677521,1.03785797198062e-05,0.182305474554348,200.114072420064,5.69263700407566e-05,-2443.3034967156,-5.49852896349603,0.00409278765238368,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C12orf76",0.0127794415305181,0.252947435944861,317.643184837189,0.0480923934075963,-3152.14866540619,0.0272674775622036,0.252055740629806,77.8903132827875,0.097619803103728,-3154.65415305277,-2.50548764657287,0.0816357788694653,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"IFT81",0.000570065603667508,0.162914323933592,117.787900645699,0.00348697270290497,-2197.51530450054,0.000147645496900647,0.162560364258212,557.877964837841,0.000907426113335567,-2203.53825063267,-6.0229461321278,0.00242252200141825,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ATP2A2",0.255889429060718,0.7880808798875,1097.46725610785,0.245111788014855,-5702.3713755605,0.256298869134011,0.788164773755041,1097.03774208074,0.245388023679859,-5711.34304344562,-8.97166788511822,0.00012695626700276,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ANAPC7",0.000483489259981336,0.302115948547855,783.628053086971,0.00159778637886423,-3514.81097595746,4.0539337062137e-05,0.30725259882622,19.4166739174339,0.000131923990572794,-3518.78398894279,-3.97301298533012,0.0188166533392867,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ARPC3",0.00918749215409731,0.635821536075731,828.263735706903,0.0142439745057702,-5105.95766063375,0.00316586376139002,0.636522505513054,674.345162632055,0.00494907194417314,-5111.32079195855,-5.36313132479609,0.00468620906633831,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GPN3",0.00136716945968542,0.371331999686442,186.60860720905,0.0036682922122356,-3946.95436786044,2.32046127747959e-06,0.371675894982999,158.349442821367,6.24319957710161e-06,-3950.42892526052,-3.47455740008309,0.0309755405613314,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FAM216A",0.00172823728686255,0.164257989106879,386.273151161758,0.0104119319079099,-2226.15688845931,0.00248154543774104,0.164102389464332,55.1584143015112,0.0148966671918263,-2228.13970293015,-1.9828144708431,0.137681191795697,"Moderate for stationary","HumanHeart","HumanHeart.rds",4247,36601
"VPS29",0.0311885986485057,0.625769870029989,724.826296865121,0.0474742318357554,-5096.2345457506,0.0255617296082063,0.625681715949267,709.055931493897,0.0392506516304745,-5102.31391898421,-6.07937323360693,0.00228961125468275,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PPTC7",0.000267274398083487,0.523308436183032,180.722872144801,0.000510478986480942,-4675.21890501561,0.000144415598815298,0.523358375349475,270.700651674037,0.000275864047551111,-4678.82970584248,-3.61080082686112,0.0270301916929165,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TCTN1",0.00105149549601106,0.254752133450219,536.370083020072,0.00411055738475113,-3150.67575705908,0.00032524303342118,0.254802036991402,1305.17529136894,0.00127482656260646,-3156.00466105906,-5.32890399998178,0.00484938202352116,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"HVCN1",0.000114133438332902,0.213859812660802,30.8153929441964,0.000533398763791659,-2816.08791987097,0.0225483542347473,0.216094015948341,144.187287744218,0.0944859633159362,-2822.67155872261,-6.58363885163499,0.00138280829444897,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PPP1CC",0.0458996851833637,0.699887340991112,381.709505628754,0.0615452985536726,-5333.96139107408,0.0182728512222591,0.705504031250443,280.611490801425,0.025246525089102,-5337.69733402517,-3.7359429510916,0.0238506704461883,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MYL2",0.461638980744539,0.590121237334221,802.163272225309,0.438920366837805,-5169.66468567391,0.452012936314865,0.590025235146963,772.322658545701,0.433777714381381,-5175.84469643799,-6.180010764082,0.00207040556850501,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LINC01405",0.000419142700829718,0.223109708124065,992.297852965193,0.00187511678820404,-2872.50766605216,0.00867621312760712,0.220613035495634,117.036458190635,0.0378395985843345,-2870.40412476969,2.103541282474,8.19513989212388,"Moderate for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"PHETA1",1.05785623554036e-08,0.185218550646177,109.107237112262,5.71139430381809e-08,-2468.86197373983,0.000273144034961687,0.18423466644232,171.417005655201,0.00148039280426733,-2477.17102468723,-8.30905094739819,0.000246277662942711,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SH2B3",0.00441655188814035,0.293782586602099,400.363168841216,0.0148107466389776,-3457.744155772,0.00535521588206769,0.293953135398772,377.380666343041,0.0178919694661073,-3464.06643084701,-6.3222750750142,0.00179585315442548,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ATXN2",0.000783560281202295,0.351048332827069,166.531610208029,0.00222708713039033,-3827.42373147493,0.000819008129586382,0.351089485553293,207.191518257402,0.00232733265689354,-3831.20751584562,-3.78378437069796,0.0227364851216031,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"BRAP",0.000286007394490576,0.190573335513558,179.957827567531,0.00149852446378991,-2530.71648053896,0.000208428035307206,0.190352012892724,317.612042924789,0.00109376339754547,-2535.30262126453,-4.58614072557339,0.0101921167457372,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ACAD10",0.00120942072429287,0.27896766969114,315.787345967059,0.00431662960915043,-3341.26189773519,0.000441777718369785,0.278627646640123,249.701578874728,0.00158303877031788,-3348.19827077513,-6.93637303994456,0.000971787848735334,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ALDH2",0.0275517273684729,0.754189700498193,1299.40577696009,0.0352440415543286,-5492.56910047634,0.0256112077315199,0.754506312522729,1192.03154444657,0.0328299353194541,-5499.30504215711,-6.73594168076397,0.00118745646858157,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MAPKAPK5-AS1",0.000161943788773129,0.342760849271295,581.151681230548,0.000472245625110029,-3780.38986277274,0.0016347550171747,0.341817798607475,416.651811686262,0.00475976958075345,-3785.97024173043,-5.58037895769166,0.00377113614692439,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MAPKAPK5",2.02032257707817e-05,0.212408886046422,69.1253383485607,9.51057401789953e-05,-2759.06700277957,0.000581300265211311,0.212023012177839,349.095713436416,0.00273418849566856,-2765.10049123256,-6.03348845298706,0.00239711714555363,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TMEM116",0.00148416505248849,0.341270561071715,488.489672915287,0.00433010820673754,-3774.39139103662,0.000140117157440489,0.341417665343563,331.788497925957,0.000410229731597691,-3777.78173271617,-3.3903416795456,0.0336971613016008,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ERP29",0.0173506839092319,0.542030877152913,578.030359602459,0.0310176185934458,-4776.14065380533,0.0139378140374313,0.542259726828599,663.409327624781,0.0250591076251962,-4782.8727729603,-6.73211915497177,0.00119200423800525,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NAA25",0.000717993265914642,0.211519370232061,27.8253180887344,0.00338297297931469,-2754.26087410529,3.62868198722044e-06,0.21122236430091,33.375114197594,1.71791451230826e-05,-2758.13904359823,-3.87816949294165,0.0206886612820278,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TRAFD1",4.1641482487694e-22,0.197030885703406,9.57020235830225,2.11344948986209e-21,-2591.31942962156,0.000168567490447864,0.194523433350199,17.3403258704019,0.000865816210835667,-2595.11145291694,-3.79202329537975,0.0225499304931981,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"HECTD4",0.000279837193296031,0.194154002780263,1188.37565749178,0.00143924120067827,-2572.28710881651,0.000558321740516856,0.193118093504197,128.538487168377,0.00288275544449439,-2576.8081017518,-4.52099293529,0.0108782169387599,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RPL6",0.192567413830179,0.820710283614662,1132.23939843364,0.190044066217753,-5763.45151122943,0.192182417762849,0.820809617373335,1129.25552258163,0.189717600037213,-5772.44531321498,-8.99380198555082,0.000124177075157923,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PTPN11",0.00164120218966671,0.513340736444072,173.943142451358,0.00318691213525054,-4636.08127566728,4.70308333006657e-05,0.513665014830508,121.201561054034,9.15509645873563e-05,-4639.8164196977,-3.735144030421,0.0238697328534772,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"OAS1",0.0065127640666788,0.138174062659519,786.938218582359,0.0450128336769968,-1892.69158582568,0.00765654280840818,0.136992345454981,222.838677051241,0.0529319160370352,-1880.70094438162,11.9906414440618,161238.746659052,"Extreme for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"OAS3",0.0946839186751086,0.105792642699626,153.615316145311,0.472294207491537,-1361.62709452392,0.0595484955192759,0.10555082266754,184.52967760025,0.360682867580924,-1367.62323582769,-5.99614130376472,0.00248833540585304,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"OAS2",7.96658398321276e-05,0.119819977481224,218.62678823362,0.00066443767158511,-1546.86409022817,0.00274863411465837,0.118248765388645,176.155043501598,0.0227164726344663,-1552.21696380102,-5.35287357284892,0.00473452642659357,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DTX1",6.01640737811979e-05,0.0511370911432413,54.0563044499805,0.00117514256430673,264.50817856598,6.10653302754751e-06,0.0511129266330608,708.372154562867,0.00011945713072677,258.950339341102,-5.55783922487819,0.00385710172924542,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DDX54",1.3057597863131e-06,0.268615479137948,23.4348568109243,4.86105061085524e-06,-3258.09177867608,0.000315982408594993,0.267924343753851,176.238980088145,0.00117798249471123,-3264.76810106706,-6.67632239098202,0.00126040473545664,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RITA1",0.000740768876258502,0.276009329716967,523.050700679399,0.00267667068602314,-3319.71305744225,0.000456013721037266,0.275719130465237,574.756591081502,0.00165117582315697,-3325.04374805287,-5.33069061061906,0.00484072580096588,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"IQCD",0.00118086064632133,0.070516946267348,43.8761112656146,0.0164699688477667,-422.955038737068,0.000159963041727709,0.070619192067233,290.277594582328,0.00226003039286715,-426.784726606188,-3.82968786911982,0.0217163929289306,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TPCN1",0.00216997553363126,0.497684072853767,1089.89656620106,0.00434121828288061,-4575.65877795899,0.0012731300037041,0.497700331567905,1043.19495452605,0.00255149842978451,-4580.80662855162,-5.14785059262977,0.00581188341619418,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SLC8B1",0.0121194153378006,0.187667916764013,276.2160989609,0.060661580543177,-2518.30102302481,0.0129026267550767,0.187763598865985,230.421419430546,0.0642989457500538,-2524.61143885354,-6.31041582873058,0.00181727740591574,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PLBD2",0.000250304450847079,0.33070258785597,412.379584762923,0.000756314438294828,-3702.45407339312,0.000460326370668607,0.330150688959404,293.379803915115,0.00139235037347147,-3708.75307808889,-6.29900469576796,0.0018381333687964,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SDSL",0.000461613601689369,0.256698368249562,254.475384867768,0.00179504446363035,-3163.06210989618,2.23003082284192e-09,0.256707176363811,2139.45284246708,8.68706062314775e-09,-3166.85398194246,-3.79187204628624,0.0225533414076861,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RBM19",0.00049506777415943,0.156624331963071,104.403912321477,0.00315090163905534,-2113.08929764886,6.47247041637468e-05,0.15675708651677,175.134683371817,0.000412727691765791,-2116.42350663485,-3.33420898598843,0.0356427689930996,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TBX5",0.00120632340702306,0.450131213903928,838.346873084578,0.00267277438125419,-4362.62242832111,0.000692699475973468,0.449047954800747,392.523318130655,0.00154021983422308,-4365.27498849294,-2.65256017182674,0.0704705651587329,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TBX5-AS1",5.74684997911684e-07,0.124927718789651,9.94525747000687,4.60011885160587e-06,-1632.27371520713,4.84056125664379e-10,0.124931391052616,59.9329152388846,3.8745756347578e-09,-1635.43309331127,-3.15937810413743,0.0424521336792291,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TBX3",2.46402810815374e-05,0.17734083070385,25.5433855475039,0.000138923776678217,-2377.07097314583,0.00028793933050899,0.176610630146219,36.2578539840887,0.00162770864321133,-2381.57009856281,-4.49912541697449,0.0111187165278945,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MED13L",0.00134786096700912,0.25408409278551,855.980691482869,0.00527679073509738,-3147.24298158266,0.00568347603128868,0.256045218687688,89.427599143519,0.0217151429933624,-3153.52846796434,-6.2854863816824,0.00186315054706481,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MAP1LC3B2",6.19819110001069e-06,0.0418358859020326,265.455863919197,0.000148132944004765,687.970707565949,1.13477586371449e-12,0.0418597316287945,147.41178913846,2.71090095308481e-11,686.791031268907,-1.17967629704208,0.307378221738347,"Moderate for stationary","HumanHeart","HumanHeart.rds",4247,36601
